Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Eng Load(%),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Crop Flw(M)(lb/s),Yld Vol(Dry)(bu/ac),Yld Vol(Wet)(bu/ac),Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-81.49508830,35.94323500,bif field,L8:2021_06_18_001 (13078),WHEAT,793,29.99,6.430,1.000,299.71,1172.2,On,6/19/2021,0.00,11,14.53,4946.0,2354.6,2351.1,10.42,43.54,43.60,4.384,15.94,694.89,6/19/2021
-81.49505943,35.94322167,bif field,L8:2021_06_18_001 (13078),WHEAT,794,29.99,6.529,1.000,299.71,1171.9,On,6/19/2021,0.00,11,14.53,4889.2,2564.2,2560.2,11.52,47.41,47.48,4.452,16.18,768.30,6/19/2021
-81.49504500,35.94321500,bif field,L8:2021_06_18_001 (13078),WHEAT,795,29.99,6.562,1.000,305.73,1171.9,On,6/19/2021,0.00,11,14.53,4889.2,2236.1,2232.6,10.10,41.35,41.41,4.474,16.26,673.37,6/19/2021
-81.49503167,35.94320723,bif field,L8:2021_06_18_001 (13078),WHEAT,796,29.99,6.529,1.000,305.73,1170.6,On,6/19/2021,0.00,11,14.53,4889.2,2348.9,2345.3,10.56,43.43,43.50,4.452,16.18,703.80,6/19/2021
-81.49501833,35.94319947,bif field,L8:2021_06_18_001 (13078),WHEAT,797,29.99,6.562,1.000,305.73,1170.6,On,6/19/2021,0.00,11,14.53,5060.8,2311.3,2307.8,10.44,42.74,42.80,4.474,16.26,696.03,6/19/2021
-81.49500500,35.94319170,bif field,L8:2021_06_18_001 (13078),WHEAT,798,29.99,6.562,1.000,120.00,1170.3,On,6/19/2021,0.00,11,14.53,5060.8,2114.7,2111.5,9.552,39.10,39.16,4.474,16.26,636.83,6/19/2021
-81.49497160,35.94317330,bif field,L8:2021_06_18_001 (13078),WHEAT,799,29.99,6.496,1.000,300.43,1170.3,On,6/19/2021,0.00,11,14.53,5060.8,2280.2,2276.7,10.20,42.16,42.23,4.429,16.10,679.80,6/19/2021
-81.49493670,35.94315670,bif field,L8:2021_06_18_001 (13078),WHEAT,800,29.99,6.529,1.000,300.43,1170.3,On,6/19/2021,0.00,11,14.53,4699.8,2295.9,2292.4,10.32,42.45,42.52,4.452,16.18,687.94,6/19/2021
-81.49493670,35.94315670,bif field,L8:2021_06_18_001 (13078),WHEAT,801,29.99,6.562,1.000,300.62,1170.3,On,6/19/2021,0.00,11,14.53,4699.8,1966.3,1963.2,8.882,36.36,36.41,4.474,16.26,592.12,6/19/2021
-81.49491110,35.94314443,bif field,L8:2021_06_18_001 (13078),WHEAT,802,29.99,6.562,1.000,300.62,1170.3,On,6/19/2021,0.00,11,14.53,4699.8,1910.8,1907.8,8.631,35.33,35.38,4.474,16.26,575.40,6/19/2021
-81.49489830,35.94313830,bif field,L8:2021_06_18_001 (13078),WHEAT,803,29.99,6.562,1.000,307.32,1169.6,On,6/19/2021,0.00,11,14.53,5187.0,2284.8,2281.3,10.32,42.25,42.31,4.474,16.26,688.05,6/19/2021
-81.49489830,35.94313830,bif field,L8:2021_06_18_001 (13078),WHEAT,804,29.99,6.562,1.000,307.32,1169.9,On,6/19/2021,0.00,11,14.53,5187.0,2086.1,2082.9,9.423,38.57,38.63,4.474,16.26,628.21,6/19/2021
-81.49486330,35.94311670,bif field,L8:2021_06_18_001 (13078),WHEAT,805,29.99,6.529,1.000,308.30,1169.9,On,6/19/2021,0.00,11,14.53,5187.0,1765.7,1763.0,7.936,32.65,32.70,4.452,16.18,529.06,6/19/2021
-81.49484500,35.94310500,bif field,L8:2021_06_18_001 (13078),WHEAT,806,29.99,6.529,1.000,308.30,1167.6,On,6/19/2021,0.00,11,14.53,4778.5,2067.2,2064.0,9.291,38.22,38.28,4.452,16.18,619.39,6/19/2021
-81.49482670,35.94309330,bif field,L8:2021_06_18_001 (13078),WHEAT,807,29.99,6.627,1.000,303.70,1167.6,On,6/19/2021,0.00,11,14.50,4778.5,2192.6,2190.1,10.00,40.56,40.60,4.519,16.42,666.86,6/19/2021
-81.49478670,35.94307170,bif field,L8:2021_06_18_001 (13078),WHEAT,808,29.99,6.594,1.000,303.70,1166.3,On,6/19/2021,0.00,11,14.50,4778.5,1885.1,1883.0,8.558,34.87,34.91,4.496,16.34,570.51,6/19/2021
-81.49478670,35.94307170,bif field,L8:2021_06_18_001 (13078),WHEAT,809,29.99,6.562,1.000,322.54,1166.3,On,6/19/2021,0.00,11,14.47,4450.8,1610.5,1609.3,7.275,29.80,29.82,4.474,16.26,484.99,6/19/2021
-81.49476670,35.94305057,bif field,L8:2021_06_18_001 (13078),WHEAT,810,29.99,6.627,1.000,322.54,1165.4,On,6/19/2021,0.00,11,14.47,4450.8,1270.2,1269.2,5.795,23.50,23.52,4.519,16.42,386.33,6/19/2021
-81.49475670,35.94304000,bif field,L8:2021_06_18_001 (13078),WHEAT,811,29.99,6.759,1.000,312.31,1165.4,On,6/19/2021,0.00,11,14.53,4450.8,2176.3,2172.9,10.13,40.24,40.30,4.608,16.75,675.02,6/19/2021
-81.49475670,35.94304000,bif field,L8:2021_06_18_001 (13078),WHEAT,812,29.99,6.726,1.000,312.31,1167.3,On,6/19/2021,0.00,11,14.53,3827.2,2276.5,2273.0,10.54,42.09,42.16,4.586,16.67,702.69,6/19/2021
-81.49473110,35.94302113,bif field,L8:2021_06_18_001 (13078),WHEAT,813,29.99,6.693,1.000,312.31,1167.3,On,6/19/2021,0.00,11,14.53,3827.2,2264.7,2261.3,10.43,41.88,41.94,4.563,16.59,695.64,6/19/2021
-81.49471830,35.94301170,bif field,L8:2021_06_18_001 (13078),WHEAT,814,29.99,6.726,1.000,126.00,1166.3,On,6/19/2021,0.00,11,14.53,3827.2,2061.9,2058.8,9.547,38.13,38.18,4.586,16.67,636.45,6/19/2021
-81.49468000,35.94299000,bif field,L8:2021_06_18_001 (13078),WHEAT,815,29.99,6.824,1.000,297.09,1166.3,On,6/19/2021,0.00,11,14.53,3281.2,2168.7,2165.4,10.19,40.10,40.16,4.653,16.91,679.20,6/19/2021
-81.49466333,35.94292110,bif field,L8:2021_06_18_001 (13078),WHEAT,816,29.99,5.676,1.000,127.32,1168.6,On,6/19/2021,0.00,12,14.41,6581.1,806.90,806.79,3.153,14.94,14.94,3.870,14.07,210.18,6/19/2021
-81.49467500,35.94292830,bif field,L8:2021_06_18_001 (13078),WHEAT,817,29.99,5.348,1.000,112.38,1168.6,On,6/19/2021,0.00,12,14.45,5672.5,644.88,644.54,2.374,11.94,11.94,3.646,13.25,158.27,6/19/2021
-81.49467500,35.94292830,bif field,L8:2021_06_18_001 (13078),WHEAT,818,29.99,5.512,1.000,112.38,1168.6,On,6/19/2021,0.00,12,14.45,5672.5,580.25,579.94,2.202,10.74,10.75,3.758,13.66,146.78,6/19/2021
-81.49472000,35.94294330,bif field,L8:2021_06_18_001 (13078),WHEAT,819,29.99,5.643,1.000,128.22,1168.6,On,6/19/2021,0.00,12,14.51,5672.5,2456.9,2453.9,9.544,45.44,45.50,3.848,13.98,636.30,6/19/2021
-81.49472000,35.94294330,bif field,L8:2021_06_18_001 (13078),WHEAT,820,29.99,5.774,1.000,128.22,1169.9,On,6/19/2021,0.00,12,14.51,6462.6,2202.5,2199.8,8.755,40.74,40.79,3.937,14.31,583.67,6/19/2021
-81.49475670,35.94296670,bif field,L8:2021_06_18_001 (13078),WHEAT,821,29.99,5.840,1.000,128.18,1169.9,On,6/19/2021,0.00,12,14.49,6462.6,2493.0,2490.2,10.02,46.12,46.17,3.982,14.47,668.14,6/19/2021
-81.49479330,35.94299000,bif field,L8:2021_06_18_001 (13078),WHEAT,822,29.99,6.004,1.000,128.18,1169.9,On,6/19/2021,0.00,12,14.49,6462.6,2382.8,2380.3,9.849,44.08,44.13,4.094,14.88,656.57,6/19/2021
-81.49479330,35.94299000,bif field,L8:2021_06_18_001 (13078),WHEAT,823,29.99,6.102,1.000,124.09,1169.9,On,6/19/2021,0.00,12,14.49,5720.5,2545.2,2542.5,10.69,47.08,47.13,4.161,15.12,712.80,6/19/2021
-81.49481557,35.94300220,bif field,L8:2021_06_18_001 (13078),WHEAT,824,29.99,6.135,1.000,124.09,1169.9,On,6/19/2021,0.00,12,14.49,5720.5,2426.6,2424.0,10.25,44.89,44.94,4.183,15.20,683.25,6/19/2021
-81.49482670,35.94300830,bif field,L8:2021_06_18_001 (13078),WHEAT,825,29.99,6.168,1.000,124.09,1171.3,On,6/19/2021,0.00,12,14.46,5720.5,2680.2,2678.4,11.38,49.60,49.63,4.205,15.29,758.67,6/19/2021
-81.49482670,35.94300830,bif field,L8:2021_06_18_001 (13078),WHEAT,826,29.99,6.168,1.000,298.00,1173.6,On,6/19/2021,0.00,12,14.46,6665.2,2559.7,2558.0,10.87,47.37,47.40,4.205,15.29,724.58,6/19/2021
-81.49485670,35.94303500,bif field,L8:2021_06_18_001 (13078),WHEAT,827,29.99,6.168,1.000,132.20,1173.6,On,6/19/2021,0.00,12,14.42,6665.2,2704.9,2704.4,11.49,50.08,50.09,4.205,15.29,765.68,6/19/2021
-81.49485670,35.94303500,bif field,L8:2021_06_18_001 (13078),WHEAT,828,29.99,6.004,1.000,132.20,1173.2,On,6/19/2021,0.00,12,14.42,6665.2,2598.8,2598.3,10.74,48.12,48.13,4.094,14.88,716.07,6/19/2021
-81.49488830,35.94305820,bif field,L8:2021_06_18_001 (13078),WHEAT,829,29.99,5.971,1.000,124.08,1173.2,On,6/19/2021,0.00,12,14.44,5703.6,2913.2,2912.0,11.98,53.93,53.95,4.071,14.80,798.33,6/19/2021
-81.49492500,35.94307830,bif field,L8:2021_06_18_001 (13078),WHEAT,830,29.99,5.840,1.000,124.08,1170.6,On,6/19/2021,0.00,12,14.44,5703.6,2685.8,2684.7,10.80,49.72,49.74,3.982,14.47,719.84,6/19/2021
-81.49492500,35.94307830,bif field,L8:2021_06_18_001 (13078),WHEAT,831,29.99,5.971,1.000,122.73,1170.6,On,6/19/2021,0.00,12,14.45,5703.6,2908.6,2907.0,11.96,53.83,53.86,4.071,14.80,797.06,6/19/2021
-81.49495280,35.94309277,bif field,L8:2021_06_18_001 (13078),WHEAT,832,29.99,6.135,1.000,122.73,1169.6,On,6/19/2021,0.00,12,14.45,5460.3,2639.1,2637.6,11.15,48.84,48.87,4.183,15.20,743.08,6/19/2021
-81.49496670,35.94310000,bif field,L8:2021_06_18_001 (13078),WHEAT,833,29.99,6.299,1.000,122.86,1169.6,On,6/19/2021,0.00,12,14.48,5460.3,2619.9,2617.6,11.36,48.47,48.52,4.295,15.61,757.38,6/19/2021
-81.49496670,35.94310000,bif field,L8:2021_06_18_001 (13078),WHEAT,834,29.99,6.332,1.000,122.86,1170.6,On,6/19/2021,0.00,12,14.48,5460.3,2450.8,2448.6,10.68,45.34,45.38,4.317,15.69,712.19,6/19/2021
-81.49500170,35.94311830,bif field,L8:2021_06_18_001 (13078),WHEAT,835,29.99,6.266,1.000,121.70,1170.6,On,6/19/2021,0.00,12,14.49,6107.4,2542.7,2540.1,10.97,47.04,47.09,4.273,15.53,731.26,6/19/2021
-81.49500170,35.94311830,bif field,L8:2021_06_18_001 (13078),WHEAT,836,29.99,6.266,1.000,121.70,1170.3,On,6/19/2021,0.00,12,14.49,6107.4,2559.9,2557.3,11.04,47.36,47.41,4.273,15.53,736.20,6/19/2021
-81.49503830,35.94313660,bif field,L8:2021_06_18_001 (13078),WHEAT,837,29.99,6.266,1.000,121.77,1170.3,On,6/19/2021,0.00,12,14.52,6107.4,2524.6,2521.2,10.89,46.69,46.75,4.273,15.53,726.03,6/19/2021
-81.49507500,35.94315500,bif field,L8:2021_06_18_001 (13078),WHEAT,838,29.99,6.234,1.000,121.77,1171.6,On,6/19/2021,0.00,12,14.52,6399.8,2762.4,2758.7,11.85,51.09,51.16,4.250,15.45,790.26,6/19/2021
-81.49507500,35.94315500,bif field,L8:2021_06_18_001 (13078),WHEAT,839,29.99,6.201,1.000,113.96,1171.6,On,6/19/2021,0.00,12,14.53,6399.8,2643.8,2639.8,11.29,48.89,48.96,4.228,15.37,752.37,6/19/2021
-81.49510280,35.94316500,bif field,L8:2021_06_18_001 (13078),WHEAT,840,29.99,6.201,1.000,113.96,1171.9,On,6/19/2021,0.00,12,14.53,6399.8,2790.7,2786.5,11.91,51.60,51.68,4.228,15.37,794.16,6/19/2021
-81.49511670,35.94317000,bif field,L8:2021_06_18_001 (13078),WHEAT,841,29.99,6.201,1.000,129.51,1171.9,On,6/19/2021,0.00,12,14.53,6423.9,2606.0,2602.0,11.12,48.18,48.26,4.228,15.37,741.59,6/19/2021
-81.49511670,35.94317000,bif field,L8:2021_06_18_001 (13078),WHEAT,842,29.99,6.168,1.000,129.51,1172.5,On,6/19/2021,0.00,12,14.53,6423.9,2733.5,2729.3,11.61,50.54,50.62,4.205,15.29,773.76,6/19/2021
-81.49515160,35.94319330,bif field,L8:2021_06_18_001 (13078),WHEAT,843,29.99,6.201,1.000,116.36,1172.5,On,6/19/2021,0.00,12,14.53,6423.9,2467.8,2464.0,10.53,45.63,45.70,4.228,15.37,702.28,6/19/2021
-81.49515160,35.94319330,bif field,L8:2021_06_18_001 (13078),WHEAT,844,29.99,6.201,1.000,116.36,1172.5,On,6/19/2021,0.00,12,14.53,6459.4,2695.9,2691.7,11.51,49.85,49.92,4.228,15.37,767.18,6/19/2021
-81.49518500,35.94320670,bif field,L8:2021_06_18_001 (13078),WHEAT,845,29.99,6.168,1.000,124.76,1171.6,On,6/19/2021,0.00,12,14.53,6459.4,2475.2,2471.4,10.51,45.77,45.84,4.205,15.29,700.67,6/19/2021
-81.49519390,35.94321170,bif field,L8:2021_06_18_001 (13078),WHEAT,846,29.99,6.135,1.000,124.76,1171.6,On,6/19/2021,0.00,12,14.53,6459.4,2674.6,2670.5,11.30,49.45,49.53,4.183,15.20,753.07,6/19/2021
-81.49519390,35.94321170,bif field,L8:2021_06_18_001 (13078),WHEAT,847,29.99,6.168,1.000,124.76,1172.9,On,6/19/2021,0.00,12,14.53,6230.8,2466.3,2462.5,10.47,45.60,45.67,4.205,15.29,698.14,6/19/2021
-81.49521170,35.94322170,bif field,L8:2021_06_18_001 (13078),WHEAT,848,29.99,6.201,1.000,299.00,1173.9,On,6/19/2021,0.00,12,14.53,6230.8,2547.6,2543.7,10.87,47.11,47.18,4.228,15.37,724.99,6/19/2021
-81.49524500,35.94324000,bif field,L8:2021_06_18_001 (13078),WHEAT,849,29.99,6.135,1.000,126.92,1173.9,On,6/19/2021,0.00,12,14.53,6230.8,2438.5,2434.8,10.30,45.09,45.16,4.183,15.20,686.60,6/19/2021
-81.49524500,35.94324000,bif field,L8:2021_06_18_001 (13078),WHEAT,850,29.99,6.070,1.000,126.92,1174.2,On,6/19/2021,0.00,12,14.53,6599.9,2658.6,2654.5,11.11,49.16,49.23,4.138,15.04,740.55,6/19/2021
-81.49528330,35.94326330,bif field,L8:2021_06_18_001 (13078),WHEAT,851,29.99,6.070,1.000,123.95,1174.2,On,6/19/2021,0.00,12,14.52,6599.9,2584.6,2581.0,10.80,47.80,47.86,4.138,15.04,719.95,6/19/2021
-81.49530165,35.94327330,bif field,L8:2021_06_18_001 (13078),WHEAT,852,29.99,6.102,1.000,123.95,1175.5,On,6/19/2021,0.00,12,14.52,6599.9,2464.1,2460.6,10.35,45.57,45.63,4.161,15.12,690.09,6/19/2021
-81.49532000,35.94328330,bif field,L8:2021_06_18_001 (13078),WHEAT,853,29.99,6.070,1.000,124.31,1175.5,On,6/19/2021,0.00,12,14.50,6391.2,2477.6,2474.9,10.35,45.83,45.88,4.138,15.04,690.15,6/19/2021
-81.49535330,35.94330170,bif field,L8:2021_06_18_001 (13078),WHEAT,854,29.99,6.102,1.000,124.31,1175.8,On,6/19/2021,0.00,12,14.50,6391.2,2675.3,2672.4,11.24,49.49,49.54,4.161,15.12,749.25,6/19/2021
-81.49535330,35.94330170,bif field,L8:2021_06_18_001 (13078),WHEAT,855,29.99,6.070,1.000,137.40,1175.8,On,6/19/2021,0.00,12,14.46,6391.2,2453.6,2452.0,10.25,45.41,45.44,4.138,15.04,683.47,6/19/2021
-81.49537223,35.94331837,bif field,L8:2021_06_18_001 (13078),WHEAT,856,29.99,6.135,1.000,137.40,1177.1,On,6/19/2021,0.00,12,14.46,5908.2,2615.3,2613.6,11.05,48.40,48.43,4.183,15.20,736.38,6/19/2021
-81.49538170,35.94332670,bif field,L8:2021_06_18_001 (13078),WHEAT,857,29.99,6.168,1.000,121.70,1177.1,On,6/19/2021,0.00,12,14.42,5908.2,2394.1,2393.6,10.17,44.33,44.33,4.205,15.29,677.69,6/19/2021
-81.49539670,35.94333420,bif field,L8:2021_06_18_001 (13078),WHEAT,858,29.99,6.201,1.000,121.70,1175.8,On,6/19/2021,0.00,12,14.42,5908.2,2379.0,2378.5,10.16,44.05,44.06,4.228,15.37,677.00,6/19/2021
-81.49541170,35.94334170,bif field,L8:2021_06_18_001 (13078),WHEAT,859,29.99,6.135,1.000,126.43,1175.8,On,6/19/2021,0.00,12,14.41,6599.4,2521.4,2521.0,10.65,46.69,46.69,4.183,15.20,709.92,6/19/2021
-81.49542835,35.94335165,bif field,L8:2021_06_18_001 (13078),WHEAT,860,29.99,6.168,1.000,126.43,1177.5,On,6/19/2021,0.00,12,14.41,6599.4,2398.4,2398.1,10.18,44.41,44.41,4.205,15.29,678.91,6/19/2021
-81.49544500,35.94336160,bif field,L8:2021_06_18_001 (13078),WHEAT,861,29.99,6.234,1.000,118.05,1177.5,On,6/19/2021,0.00,12,14.44,6599.4,2479.4,2478.4,10.64,45.90,45.92,4.250,15.45,709.32,6/19/2021
-81.49548000,35.94337670,bif field,L8:2021_06_18_001 (13078),WHEAT,862,29.99,6.266,1.000,118.05,1177.5,On,6/19/2021,0.00,12,14.44,6700.9,2343.3,2342.3,10.11,43.38,43.39,4.273,15.53,673.89,6/19/2021
-81.49548000,35.94337670,bif field,L8:2021_06_18_001 (13078),WHEAT,863,29.99,6.234,1.000,126.57,1177.5,On,6/19/2021,0.00,12,14.47,6700.9,2586.4,2584.2,11.10,47.85,47.90,4.250,15.45,739.92,6/19/2021
-81.49549665,35.94338670,bif field,L8:2021_06_18_001 (13078),WHEAT,864,29.99,6.070,1.000,126.57,1177.5,On,6/19/2021,0.00,12,14.47,6700.9,2393.0,2390.9,9.998,44.28,44.31,4.138,15.04,666.57,6/19/2021
-81.49550498,35.94339170,bif field,L8:2021_06_18_001 (13078),WHEAT,865,29.99,5.971,1.000,126.57,1178.1,On,6/19/2021,0.00,12,14.49,6900.0,2716.6,2713.8,11.17,50.26,50.31,4.071,14.80,744.45,6/19/2021
-81.49551330,35.94339670,bif field,L8:2021_06_18_001 (13078),WHEAT,866,29.99,5.840,1.000,300.00,1177.8,On,6/19/2021,0.00,12,14.49,6900.0,2595.2,2592.5,10.43,48.01,48.06,3.982,14.47,695.55,6/19/2021
-81.49554000,35.94342330,bif field,L8:2021_06_18_001 (13078),WHEAT,867,29.99,5.873,1.000,145.99,1177.8,On,6/19/2021,0.00,12,14.53,6900.0,2668.4,2664.5,10.79,49.34,49.42,4.004,14.55,719.19,6/19/2021
-81.49555250,35.94343830,bif field,L8:2021_06_18_001 (13078),WHEAT,868,29.99,5.873,1.000,145.99,1178.8,On,6/19/2021,0.00,12,14.53,6858.0,2585.7,2581.9,10.45,47.81,47.88,4.004,14.55,696.90,6/19/2021
-81.49556500,35.94345330,bif field,L8:2021_06_18_001 (13078),WHEAT,869,29.99,5.906,1.000,144.52,1178.8,On,6/19/2021,0.00,12,14.53,6858.0,2518.5,2514.6,10.24,46.57,46.64,4.026,14.64,682.57,6/19/2021
-81.49557333,35.94346277,bif field,L8:2021_06_18_001 (13078),WHEAT,870,29.99,6.004,1.000,144.52,1176.5,On,6/19/2021,0.00,12,14.53,6858.0,2655.0,2651.0,10.97,49.09,49.17,4.094,14.88,731.57,6/19/2021
-81.49557333,35.94346277,bif field,L8:2021_06_18_001 (13078),WHEAT,871,29.99,6.004,1.000,144.52,1176.5,On,6/19/2021,0.00,12,14.53,6795.7,2625.9,2621.9,10.85,48.55,48.63,4.094,14.88,723.54,6/19/2021
-81.49559000,35.94348170,bif field,L8:2021_06_18_001 (13078),WHEAT,872,29.99,6.037,1.000,318.00,1176.2,On,6/19/2021,0.00,12,14.53,6795.7,2640.8,2636.8,10.97,48.83,48.90,4.116,14.96,731.63,6/19/2021
-81.49562170,35.94350670,bif field,L8:2021_06_18_001 (13078),WHEAT,873,29.99,6.070,1.000,148.71,1176.2,On,6/19/2021,0.00,12,14.53,6795.7,2470.1,2466.3,10.32,45.67,45.74,4.138,15.04,688.05,6/19/2021
-81.49562170,35.94350670,bif field,L8:2021_06_18_001 (13078),WHEAT,874,29.99,6.168,1.000,148.71,1176.5,On,6/19/2021,0.00,12,14.53,6236.3,2483.5,2479.7,10.54,45.92,45.99,4.205,15.29,702.99,6/19/2021
-81.49564670,35.94354000,bif field,L8:2021_06_18_001 (13078),WHEAT,875,29.99,6.332,1.000,144.76,1176.5,On,6/19/2021,0.00,12,14.48,6236.3,2284.7,2282.7,9.959,42.27,42.31,4.317,15.69,663.94,6/19/2021
-81.49565835,35.94355335,bif field,L8:2021_06_18_001 (13078),WHEAT,876,29.99,6.365,1.000,144.76,1174.5,On,6/19/2021,0.00,12,14.48,6236.3,2331.2,2329.1,10.21,43.13,43.17,4.340,15.77,680.95,6/19/2021
-81.49567000,35.94356670,bif field,L8:2021_06_18_001 (13078),WHEAT,877,29.99,6.299,1.000,162.48,1174.5,On,6/19/2021,0.00,12,14.44,5997.5,2459.6,2458.6,10.67,45.53,45.55,4.295,15.61,711.05,6/19/2021
-81.49567390,35.94357670,bif field,L8:2021_06_18_001 (13078),WHEAT,878,29.99,6.168,1.000,162.48,1174.5,On,6/19/2021,0.00,12,14.44,5997.5,2384.9,2383.9,10.13,44.15,44.16,4.205,15.29,675.09,6/19/2021
-81.49567390,35.94357670,bif field,L8:2021_06_18_001 (13078),WHEAT,879,29.99,6.004,1.000,162.48,1174.5,On,6/19/2021,0.00,12,14.47,5997.5,2680.5,2678.2,11.08,49.60,49.64,4.094,14.88,738.59,6/19/2021
-81.49592720,35.94375943,bif field,L8:2021_06_18_001 (13078),WHEAT,880,29.99,6.037,1.000,5.393,1174.9,On,6/19/2021,0.00,13,14.47,4426.9,2138.0,2136.4,8.885,39.56,39.59,4.116,14.96,592.33,6/19/2021
-81.49592830,35.94375000,bif field,L8:2021_06_18_001 (13078),WHEAT,881,29.99,6.037,1.000,351.86,1174.9,On,6/19/2021,0.00,13,14.44,4426.9,2503.4,2502.2,10.40,46.34,46.36,4.116,14.96,693.56,6/19/2021
-81.49592830,35.94375000,bif field,L8:2021_06_18_001 (13078),WHEAT,882,29.99,5.873,1.000,351.86,1174.2,On,6/19/2021,0.00,13,14.44,4442.6,2668.6,2667.3,10.79,49.39,49.42,4.004,14.55,719.23,6/19/2021
-81.49592330,35.94372170,bif field,L8:2021_06_18_001 (13078),WHEAT,883,29.99,5.840,1.000,336.85,1174.2,On,6/19/2021,0.00,13,14.44,4442.6,2915.6,2914.2,11.72,53.97,53.99,3.982,14.47,781.41,6/19/2021
-81.49592330,35.94372170,bif field,L8:2021_06_18_001 (13078),WHEAT,884,29.99,5.709,1.000,336.85,1173.6,On,6/19/2021,0.00,13,14.44,4442.6,2604.1,2602.8,10.23,48.20,48.22,3.892,14.15,682.25,6/19/2021
-81.49590830,35.94369330,bif field,L8:2021_06_18_001 (13078),WHEAT,885,29.99,5.545,1.000,332.37,1173.6,On,6/19/2021,0.00,13,14.50,4596.5,3083.2,3079.7,11.77,57.03,57.10,3.780,13.74,784.56,6/19/2021
-81.49589000,35.94366500,bif field,L8:2021_06_18_001 (13078),WHEAT,886,29.99,5.413,1.000,332.37,1170.9,On,6/19/2021,0.00,13,14.50,4596.5,2873.4,2870.2,10.71,53.15,53.21,3.691,13.42,713.87,6/19/2021
-81.49589000,35.94366500,bif field,L8:2021_06_18_001 (13078),WHEAT,887,29.99,5.413,1.000,342.08,1170.9,On,6/19/2021,0.00,13,14.53,4596.5,3457.8,3452.7,12.89,63.94,64.03,3.691,13.42,859.06,6/19/2021
-81.49588113,35.94364280,bif field,L8:2021_06_18_001 (13078),WHEAT,888,29.99,5.512,1.000,342.08,1169.6,On,6/19/2021,0.00,13,14.53,4603.3,3117.7,3113.1,11.83,57.65,57.74,3.758,13.66,788.64,6/19/2021
-81.49587670,35.94363170,bif field,L8:2021_06_18_001 (13078),WHEAT,889,29.99,5.610,1.000,341.55,1169.6,On,6/19/2021,0.00,13,14.43,4603.3,3140.1,3139.1,12.13,58.13,58.15,3.825,13.90,808.49,6/19/2021
-81.49587670,35.94363170,bif field,L8:2021_06_18_001 (13078),WHEAT,890,29.99,6.070,1.000,341.55,1171.3,On,6/19/2021,0.00,13,14.43,4603.3,2781.8,2780.9,11.62,51.50,51.52,4.138,15.04,774.89,6/19/2021
-81.49586500,35.94360330,bif field,L8:2021_06_18_001 (13078),WHEAT,891,29.99,6.266,1.000,341.55,1171.3,On,6/19/2021,0.00,13,14.48,4690.9,3052.3,3049.4,13.17,56.47,56.52,4.273,15.53,877.80,6/19/2021
-81.49586500,35.94360330,bif field,L8:2021_06_18_001 (13078),WHEAT,892,29.99,6.299,1.000,157.00,1167.3,On,6/19/2021,0.00,13,14.48,4690.9,2843.5,2840.8,12.33,52.61,52.66,4.295,15.61,822.04,6/19/2021
-81.49584500,35.94357170,bif field,L8:2021_06_18_001 (13078),WHEAT,893,29.99,6.299,1.000,344.86,1167.3,On,6/19/2021,0.00,13,14.41,4690.9,3021.3,3020.9,13.10,55.94,55.95,4.295,15.61,873.43,6/19/2021
-81.49583330,35.94353670,bif field,L8:2021_06_18_001 (13078),WHEAT,894,29.99,6.266,1.000,344.86,1164.3,On,6/19/2021,0.00,13,14.41,4569.9,2806.1,2805.8,12.11,51.96,51.97,4.273,15.53,807.00,6/19/2021
-81.49583330,35.94353670,bif field,L8:2021_06_18_001 (13078),WHEAT,895,29.99,6.365,1.000,343.65,1164.3,On,6/19/2021,0.00,13,14.37,4569.9,2861.0,2861.0,12.54,52.98,52.98,4.340,15.77,835.72,6/19/2021
-81.49582443,35.94351223,bif field,L8:2021_06_18_001 (13078),WHEAT,896,29.99,6.365,1.000,343.65,1163.1,On,6/19/2021,0.00,13,14.37,4569.9,2814.2,2814.2,12.33,52.11,52.11,4.340,15.77,822.03,6/19/2021
-81.49582000,35.94350000,bif field,L8:2021_06_18_001 (13078),WHEAT,897,29.99,6.398,1.000,348.03,1163.1,On,6/19/2021,0.00,13,14.40,4940.7,3083.8,3083.6,13.58,57.10,57.11,4.362,15.85,905.44,6/19/2021
-81.49582000,35.94350000,bif field,L8:2021_06_18_001 (13078),WHEAT,898,29.99,6.201,1.000,348.03,1161.4,On,6/19/2021,0.00,13,14.40,4940.7,3137.7,3137.5,13.39,58.10,58.11,4.228,15.37,892.91,6/19/2021
-81.49581170,35.94346830,bif field,L8:2021_06_18_001 (13078),WHEAT,899,29.99,5.938,1.000,8.140,1161.4,On,6/19/2021,0.00,13,14.43,4940.7,3413.6,3412.2,13.95,63.19,63.21,4.049,14.72,930.31,6/19/2021
-81.49581170,35.94346830,bif field,L8:2021_06_18_001 (13078),WHEAT,900,29.99,6.070,1.000,8.140,1159.8,On,6/19/2021,0.00,13,14.43,4776.0,3008.6,3007.4,12.57,55.69,55.71,4.138,15.04,838.05,6/19/2021
